"","jpm$text","text_clean"
"13437","Pretty sure # askJPM is the busiest hashtag over the last 10 minutes.... And it's hilarious.","Pretty sure  is the busiest hashtag over the last 10 minutes.... And it's hilarious."
"13438","Do you ever feel terrible about your crimes and utter lack of social utility? If so, do you buy something, snort something, or both? # AskJPM","Do you ever feel terrible about your crimes and utter lack of social utility? If so, do you buy something, snort something, or both? "
"13439","Yes. I do have a question. Who is in charge of your marketing? # AskJPM","Yes. I do have a question. Who is in charge of your marketing? "
"13440","Tumbler or Grinder? # AskJPM","Tumbler or Grinder? "
"13441","Have you started selling derivatives based on leases in the slums you've created and are now buying up? # AskJPM","Have you started selling derivatives based on leases in the slums you've created and are now buying up? "
"13442","Given the unqualified success of # AskJPM, I'm really looking forward to # AskBofA, # AskCiti and # AskWells. Should be any day now.","Given the unqualified success of  I'm really looking forward to   and  Should be any day now."
"13443","Would you say that your absurd disregard for long-term profits in favor of short-term illusory growth is evil, or just stupid? # AskJPM","Would you say that your absurd disregard for long-term profits in favor of short-term illusory growth is evil, or just stupid? "
"13444","Have you ever seen the rain? # AskJPM","Have you ever seen the rain? "
"13445","RT @corpounreal: # AskJPM Do you not realize the vast majority of Americans know you are criminals, know ... http://m.tmi.me/1ca6Mf","   Do you not realize the vast majority of Americans know you are criminals, know ... "
"13446","Suck it? # AskJPM","Suck it? "
"13447","Did Ken Rogoff do any consulting work for you? # AskJPM","Did Ken Rogoff do any consulting work for you? "
"13448","Boxers or briefs? # AskJPM","Boxers or briefs? "
"13449","If you could be any kind of animal, what would you be? # AskJPM","If you could be any kind of animal, what would you be? "
"13450","# AskJPM How do you feel about Libor style currency manipulation? http://m.rollingstone.com/politics/blogs/taibblog/chase-isnt-the-only-bank-in-trouble-20131105 ƒ"," How do you feel about Libor style currency manipulation? ü¾Œ³ ¼"
"13451","So, uh, got any gum? # AskJPM","So, uh, got any gum? "
"13452","@ allinwithchris @ chrislhayes I'm nominating the hashtag # AskJPM for the click 3 tonight. Seriously funny trolling. @ alexisgoldstein","  I'm nominating the hashtag  for the click 3 tonight. Seriously funny trolling. "
"13453","I just want to know what kind of questions the creators of # AskJPM thought they were going to get before the deluge of raw hate began.","I just want to know what kind of questions the creators of  thought they were going to get before the deluge of raw hate began."
"13454","Are you Christian? If so, did you know the Bible outlaws usury? # AskJPM","Are you Christian? If so, did you know the Bible outlaws usury? "
"13455","Would you say it was a great recession or the greatest recession? # AskJPM","Would you say it was a great recession or the greatest recession? "
"13456","Who is going to make the, est of # askJPM blog post","Who is going to make the, est of  blog post"
"13457","Who are you wearing? # AskJPM","Who are you wearing? "
"13458","Can you elp the FDA reconsider their decision on $ srpt? # AskJPM","Can you elp the FDA reconsider their decision on $ srpt? "
"13459","When will I be able to buy credit default swaps on the credit card accounts of people I know? # AskJPM","When will I be able to buy credit default swaps on the credit card accounts of people I know? "
"13460","Lloyd Blankfein and the entire executive suite are hunched over a first year analyst's twitter feed laughing their asses off over # AskJPM.","Lloyd Blankfein and the entire executive suite are hunched over a first year analyst's twitter feed laughing their asses off over "
"13461","What was Bernie Madoff like? # AskJPM","What was Bernie Madoff like? "
"13462","awesome -> ñ @ ReformedBroker: Ladies and Gentlemen, the Snarkpocalypse is upon us. Brought about by this: # AskJPMî","awesome -> ü¾Œ–˜¼  Ladies and Gentlemen, the Snarkpocalypse is upon us. Brought about by this: "
"13463","Who cuts your hair? # AskJPM","Who cuts your hair? "
"13464","At what point will you be accountable for your actions? # AskJPM # JPM","At what point will you be accountable for your actions?  "
"13465","What's your prefered instrument of torture for the ordinary serf, the ARM with a hidden balloon, or the variable rate CC? # AskJPM","What's your prefered instrument of torture for the ordinary serf, the ARM with a hidden balloon, or the variable rate CC? "
"13466","# AskJPM Are you guys aware that you still haven't hired brilliant analyst @ pzanitti? Don't let $ GS grab him first..."," Are you guys aware that you still haven't hired brilliant analyst  Don't let $ GS grab him first..."
"13467","What's your favorite type of whale? # AskJPM","What's your favorite type of whale? "
"13468","I got nothing. # AskJPM","I got nothing. "
"13469","# AskJPM Does your social media team really hate their jobs? Sad if UR only ones fired at JPM due to popular outrage at rampant criminality."," Does your social media team really hate their jobs? Sad if UR only ones fired at JPM due to popular outrage at rampant criminality."
"13470","How early do you guys get FED statements? # AskJPM","How early do you guys get FED statements? "
"13471","@ rgb920 # AskJPM"," "
"13472","# AskJPM Is it more difficult to sell toxic mortgages, engage in stock fraud, buy a politician or develop a conscience?"," Is it more difficult to sell toxic mortgages, engage in stock fraud, buy a politician or develop a conscience?"
"13473","How many dreams did you kill today? # AskJPM","How many dreams did you kill today? "
"13474","@ jpmorgan How far do you and your financial sector gang members think you can push things before you are driven off the continent? # AskJPM"," How far do you and your financial sector gang members think you can push things before you are driven off the continent? "
"13475","Paper or plastic? # AskJPM","Paper or plastic? "
"13476","Lonestar? RT @ jmaz: Didn't you think it would be a problem when you hired the Winnebago pilot from Spaceballs to be your CEO? # AskJPM","Lonestar?   Didn't you think it would be a problem when you hired the Winnebago pilot from Spaceballs to be your CEO? "
"13477","If you were a shameless financial predator profiting off of the misery of your customers, what kind of predator would you be? # AskJPM","If you were a shameless financial predator profiting off of the misery of your customers, what kind of predator would you be? "
"13478","Why do teens love @ Circa? # AskJPM","Why do teens love  "
"13479","OMG. JP Morgan's public relations department must feel like Custer's troops at the Little Big Horn. # AskJPM","OMG. JP Morgan's public relations department must feel like Custer's troops at the Little Big Horn. "
"13480","Didn't you think it would be a problem when you hired the Winnebago pilot from Spaceballs to be your CEO? # AskJPM","Didn't you think it would be a problem when you hired the Winnebago pilot from Spaceballs to be your CEO? "
"13481","Boxers or briefs? # AskJPM","Boxers or briefs? "
"13482","@ jpmorgan how would you say # askjpm is going out of ten"," how would you say  is going out of ten"
"13483","Is # AskJPM trending yet???","Is  trending yet???"
"13484","# AskJPM To what faults do you feel most indulgent?"," To what faults do you feel most indulgent?"
"13485","Can @ jpmorgan explain to me how itÍs in the interests of anyone to evict someone instead of renegotiating a mortgage? # askjpm","Can  explain to me how itü¾™†Œ¼s in the interests of anyone to evict someone instead of renegotiating a mortgage? "
"13486","What's your total derivative exposure? http://seekingalpha.com/article/301260-bank-of-america-dumps-75-trillion-in-derivatives-on-u-s-taxpayers-with-federal-approval ƒ # AskJPM","What's your total derivative exposure? ü¾Œ³ ¼ "
"13487","When will I be able to buy securities backed by ppl's disability payments that they give to JG Wentworth in exchange for cash now? # AskJPM","When will I be able to buy securities backed by ppl's disability payments that they give to JG Wentworth in exchange for cash now? "
"13488","Hey @ wilw @ jpmorgan wants people to send them questions using hashtag # AskJPM! Got any doozies? Did they finance The Phantom Menace? ;)","Hey   wants people to send them questions using hashtag  Got any doozies? Did they finance The Phantom Menace? ;)"
"13489","Oh, # AskJPM , never change.","Oh,  , never change."
"13490","I laughed. I cried. RT @ EddyElfenbein: What's the best way to get blood stains out of a clown suit? # AskJPM","I laughed. I cried.   What's the best way to get blood stains out of a clown suit? "
"13491","If you are in need of a chuckle, check out # AskJPM Yup, it was the brainchild of some soon to be former JPMorgan employee.","If you are in need of a chuckle, check out  Yup, it was the brainchild of some soon to be former JPMorgan employee."
"13492","Will the Fed taper in March? # askJPM","Will the Fed taper in March? "
"13493","Do you have any deliverable gold left? # AskJPM","Do you have any deliverable gold left? "
"13494","These are the last 4 # askJPM comments that I saw come through: http://stks.co/gv4Z","These are the last 4  comments that I saw come through: "
"13495","The fountainhead or Atlas Shrugged? # AskJPM","The fountainhead or Atlas Shrugged? "
"13496","RT @ EddyElfenbein: What's the best way to get blood stains out of a clown suit? # AskJPM","  What's the best way to get blood stains out of a clown suit? "
"13497","Corzine walking. RT @ retheauditors: # AskJPM What do you regard as the lowest depth of misery?","Corzine walking.    What do you regard as the lowest depth of misery?"
"13498","How much ground could a groundhog hog if a groundhog could hog ground? # AskJPM","How much ground could a groundhog hog if a groundhog could hog ground? "
"13499","What's the best way to get blood stains out of a clown suit? # AskJPM","What's the best way to get blood stains out of a clown suit? "
"13500","@ OccupyWallSt I'm giving them many of # my2cents. @ jpmorgan is a community destroying, bloodsucker just # AskJPM # jailbankers"," I'm giving them many of   is a community destroying, bloodsucker just  "
"13501","Is your hief Compliance Officer alive? Has anyone checked to see if he's in his office? # AskJPM","Is your hief Compliance Officer alive? Has anyone checked to see if he's in his office? "
"13502","# AskJPM What do you regard as the lowest depth of misery?"," What do you regard as the lowest depth of misery?"
"13503","Did you always want to be part of a vast, corrupt criminal enterprise or did you reak bad? # AskJPM","Did you always want to be part of a vast, corrupt criminal enterprise or did you reak bad? "
"13504","And now let's focus on the big city corruption: # AskJPM.","And now let's focus on the big city corruption: "
"13505","Hey @ JPMorgan, why are you trying to destroy my community by throwing neighbors out of their homes instead of negotiating? # AskJPM # JPM","Hey  why are you trying to destroy my community by throwing neighbors out of their homes instead of negotiating?  "
"13506","2 part question: Is gold still a afe haven and what would you say is air value for Obamacare? # AskJPM","2 part question: Is gold still a afe haven and what would you say is air value for Obamacare? "
"13507","How much does previous criminal activity count in favor of a job candidate? # AskJPM","How much does previous criminal activity count in favor of a job candidate? "
"13508","Apparently not. RT @ jacklord I'm sure # AskJPM is going to be a PR triumph","Apparently not.   I'm sure  is going to be a PR triumph"
"13509","How much have you profited off Jaymie's foreclosure, including the 5x she's paid for her home? # AskJPM # jaymieshouse http://www.occupyhomesmn.org/electiondayraid","How much have you profited off Jaymie's foreclosure, including the 5x she's paid for her home?   "
"13510","@ chris_gould89 what's the highest denomination note you've used as toilet paper? # AskJPM"," what's the highest denomination note you've used as toilet paper? "
"13511","I'm a young start-up investment bank who just did his first foreclosure. Do you have any mentoring or career advice? # AskJPM","I'm a young start-up investment bank who just did his first foreclosure. Do you have any mentoring or career advice? "
"13512","# AskJPM How did JPMorgan vote on last year's # Nacha proposal to move to same-day # ACH settlement? http://bit.ly/1hFVVw5 # Payments"," How did JPMorgan vote on last year's  proposal to move to same-day  settlement? "
"13513","Have any questions for J.P. Morgan? # AskJPM http://dld.bz/cUefM","Have any questions for J.P. Morgan?  "
"13514","What's it like working with Mexican drug cartels? Do they tip? # AskJPM","What's it like working with Mexican drug cartels? Do they tip? "
"13515","# AskJPM why does Blythe and Jamie naked short silver ETFs for the fed??"," why does Blythe and Jamie naked short silver ETFs for the fed??"
"13516","Reading the # AskJPM Twitter feed makes it seem JPM put a ick me sticker on its back when it rolled out that hashtag.","Reading the  Twitter feed makes it seem JPM put a ick me sticker on its back when it rolled out that hashtag."
"13517","Watching # askJPM unfolding...","Watching  unfolding..."
"13518","# AskJPM what's the easiest way to leave a nondescript van in your underground parking"," what's the easiest way to leave a nondescript van in your underground parking"
"13519","# AskJPM Is it true that, while you don't always spit on poor people, when you do, you have perfect aim?"," Is it true that, while you don't always spit on poor people, when you do, you have perfect aim?"
"13520","Have any questions for J.P. Morgan? # AskJPM http://dlvr.it/4K1jcc","Have any questions for J.P. Morgan?  "
"13521","Does it feel better paying the biggest bank fines in history so far, or did the satisfaction of the crimes outweigh the fines? # AskJPM","Does it feel better paying the biggest bank fines in history so far, or did the satisfaction of the crimes outweigh the fines? "
"13522","RT @ amy10506: Did you have a specific number of people's lives you needed to ruin before you considered your model a success? # AskJPM","  Did you have a specific number of people's lives you needed to ruin before you considered your model a success? "
"13523","If your company donates money to a charity how do I know those funds were not from an illegal foreclosure? # AskJPM # ows @ OccupyHomesMN","If your company donates money to a charity how do I know those funds were not from an illegal foreclosure?   "
"13524","RT @ Talking_Monkeys: Is it true a young Satan would cower under the covers at night fearing there was a Jamie Dimon under the bed? # AskJPM","  Is it true a young Satan would cower under the covers at night fearing there was a Jamie Dimon under the bed? "
"13525","Are you a Samantha, Carrie, Miranda or Charlotte? I tend to think you're a Samantha. Do you agree? # AskJPM","Are you a Samantha, Carrie, Miranda or Charlotte? I tend to think you're a Samantha. Do you agree? "
"13526","RT @felixgilman would you say this is going as well as you planned, or even better # AskJPM","  would you say this is going as well as you planned, or even better "
"13527","Ladies and Gentlemen, the Snarkpocalypse is upon us. Brought about by this: # AskJPM","Ladies and Gentlemen, the Snarkpocalypse is upon us. Brought about by this: "
"13528","Not sure the # AskJPM hashtag is going exactly as planned for $ JPM's social media team. See previous tweet. Thanks @ taralach for flagging","Not sure the  hashtag is going exactly as planned for $ JPM's social media team. See previous tweet. Thanks  for flagging"
"13529","Can my ma and I move into one of yer second homes after you evict us? # AskJPM","Can my ma and I move into one of yer second homes after you evict us? "
"13530","RT @ occupywallst: Ever wish you could give JP Morgan/Chase a piece of your mind? Check out the hashtag # AskJPM right now.","  Ever wish you could give JP Morgan/Chase a piece of your mind? Check out the hashtag  right now."
"13531","would you say this is going as well as you planned, or even better # AskJPM","would you say this is going as well as you planned, or even better "
"13532","If youd like a Wall St related chuckle, check out # AskJPM, for which at least one member of @ jpmorgan's crack team of PR dudes lost his job","If youd like a Wall St related chuckle, check out  for which at least one member of  crack team of PR dudes lost his job"
"13533","ñ @ HeatherFaison: 1. Look up # AskJPM 2. Laugh. Loudly.î","ü¾Œ–˜¼  1. Look up  2. Laugh. Loudly.ü¾™–”¼"
"13534","# AskJPM why did u think this would be a good idea"," why did u think this would be a good idea"
"13535","This does not seem like the most ... well-thought-out social media experiment RT @ LizMoyer # askJPM is an interesting read","This does not seem like the most ... well-thought-out social media experiment    is an interesting read"
"13536","IF I SAID OU HAVE A GREAT BODY WOULD YOU HOLD IT AGAINST ME? # AskJPM","IF I SAID OU HAVE A GREAT BODY WOULD YOU HOLD IT AGAINST ME? "
"13537","Adventures in PR... RT @ kevinroose: Would you rather negotiate with 1 horse-sized Eric Holder, or 100 duck-sized Eric Holders? # AskJPM","Adventures in PR...   Would you rather negotiate with 1 horse-sized Eric Holder, or 100 duck-sized Eric Holders? "
"13538","Ever wish you could give JP Morgan/Chase a piece of your mind? Check out the hashtag # AskJPM right now.","Ever wish you could give JP Morgan/Chase a piece of your mind? Check out the hashtag  right now."
"13539","Where do babies come from? # AskJPM","Where do babies come from? "
"13540","# AskJPM ... oh boy ..."," ... oh boy ..."
"13541","Do you believe in crime and punishment? # AskJPM # occupy # SergiosHouse . @ jpmorgan","Do you believe in crime and punishment?    . "
"13542","# AskJPM fail..."," fail..."
"13543","@ alexisgoldstein @ stacyherbert @ jpmorgan We should not be rude and include @ tonyblairoffice in this debate # AskJPM come on Tone, how much?","   We should not be rude and include  in this debate  come on Tone, how much?"
"13544","There's no such thing as bad publicity? RT @ kevinroose Bet the JPMorgan PR team is less than thrilled with how # AskJPM is going.","There's no such thing as bad publicity?   Bet the JPMorgan PR team is less than thrilled with how  is going."
"13545","Why did you have Sergio's utilities cut after promising to sell his house back at fair market value? # AskJPM # sergioshouse","Why did you have Sergio's utilities cut after promising to sell his house back at fair market value?  "
"13546","# askJPM is an interesting read"," is an interesting read"
"13547","Is Jamie Dimon's smile washable? # AskJPM","Is Jamie Dimon's smile washable? "
"13548","1. Look up # AskJPM 2. Laugh. Loudly.","1. Look up  2. Laugh. Loudly."
"13549","With everything you now know; the suffering, expense, lives ruined all for YOUR profits... You'd do it again, right? # AskJPM","With everything you now know; the suffering, expense, lives ruined all for YOUR profits... You'd do it again, right? "
"13550","Ouch. But what *were* they thinking? RT @ rachelsedelman: If you feel like a failure, imagine being the person who came up with # AskJPM","Ouch. But what *were* they thinking?   If you feel like a failure, imagine being the person who came up with "
"13551","Should we assume # BerateJPM ht was already taken? @ kevinroose 4m Bet the JPMorgan PR team is less than thrilled with how # AskJPM is going.","Should we assume  ht was already taken?  4m Bet the JPMorgan PR team is less than thrilled with how  is going."
"13552","Is it true a young Satan would cower under the covers at night fearing there was a Jamie Dimon under the bed? # AskJPM","Is it true a young Satan would cower under the covers at night fearing there was a Jamie Dimon under the bed? "
"13553","RT @ matt_levine: Do you like puppies? If you had a puppy, what would you name him? # AskJPM","  Do you like puppies? If you had a puppy, what would you name him? "
"13554","How do you decide who to forclose on? Darts or a computer program? # AskJPM","How do you decide who to forclose on? Darts or a computer program? "
"13555","Yo @ YourAnonNews and everyone tweet out using the # AskJPM hashtag! I'm concerned Voldemort is running the show there...Confirm/Deny? # ows","Yo  and everyone tweet out using the  hashtag! I'm concerned Voldemort is running the show there...Confirm/Deny? "
"13556","@ alexisgoldstein @ stacyherbert @ jpmorgan What's the name of the Trust JPM have set up for Tony Blair? # AskJPM Forgotten have we?","   What's the name of the Trust JPM have set up for Tony Blair?  Forgotten have we?"
"13557","Worth browsing. Wowza - RT @ kevinroose: Bet the JPMorgan PR team is less than thrilled with how # AskJPM is going.","Worth browsing. Wowza -   Bet the JPMorgan PR team is less than thrilled with how  is going."
"13558","Does Jamie Dimon give off a cannibal vibe or something? A lot of accusations flying on # AskJPM","Does Jamie Dimon give off a cannibal vibe or something? A lot of accusations flying on "
"13559","piling onto @ alexisgoldstein's last Q, do you have a target rate of recidivism for execs before you promote them? # AskJPM","piling onto  last Q, do you have a target rate of recidivism for execs before you promote them? "
"13560","If you feel like a failure, imagine being the person who came up with # AskJPM","If you feel like a failure, imagine being the person who came up with "
"13561","When are JPM gonna stop manipulate the silvermarket? # AskJPM","When are JPM gonna stop manipulate the silvermarket? "
"13562","What was JP Morgan thinking with this # AskJPM hashtag?","What was JP Morgan thinking with this  hashtag?"
"13563","@ jpmorgan Is it true PM stands for Just Pay More # AskJPM"," Is it true PM stands for Just Pay More "
"13564","@ alexisgoldstein @ stacyherbert @ jpmorgan How much did you pay Tony Blair for Iraq War? You know, 3 months after. # AskJPM","   How much did you pay Tony Blair for Iraq War? You know, 3 months after. "
"13565","@alyssa011968 this feels like advise :) check out the # AskJPM tag"," this feels like advise :) check out the  tag"
"13566","Do you like puppies? If you had a puppy, what would you name him? # AskJPM","Do you like puppies? If you had a puppy, what would you name him? "
"13567","Will the number of people who eventually starve to death due to JP Morgan fraud exceed holocaust numbers, or greatly exceed them? # AskJPM","Will the number of people who eventually starve to death due to JP Morgan fraud exceed holocaust numbers, or greatly exceed them? "
"13568","Did you know that the hero of IT'S A WONDERFUL LIFE is actually George Bailey, and NOT Mr. Potter? Pretty crazy amirite? # AskJPM","Did you know that the hero of IT'S A WONDERFUL LIFE is actually George Bailey, and NOT Mr. Potter? Pretty crazy amirite? "
"13569","Have any questions for J.P. Morgan? # AskJPM http://feedproxy.google.com/~r/Maxkeisercom/~3/8ipLI8OWXPM/ ƒ","Have any questions for J.P. Morgan?  ü¾Œ³ ¼"
"13570","mm. Maybe we should get us one o' them--what you call 'em? 'Socialized Media Managers?' -- @ jpmorgan, after seeing results of # AskJPM","mm. Maybe we should get us one o' them--what you call 'em? 'Socialized Media Managers?' --  after seeing results of "
"13571","Are you proud of being one of the largest welfare recipients on the planet? # AskJPM","Are you proud of being one of the largest welfare recipients on the planet? "
"13572","Doh! # AskJPM almost like that # askjustinladyquestions but not.","Doh!  almost like that  but not."
"13573",". @ JPMorgan, did you short # BearSterns stocks to crash them yourself, or just pick up the pieces to patch your balance sheet after? # AskJPM",".  did you short  stocks to crash them yourself, or just pick up the pieces to patch your balance sheet after? "
"13574","ñ @ amy10506: Every time another person loses their home to an illegal foreclosure, does a bell ring? # AskJPMî","ü¾Œ–˜¼  Every time another person loses their home to an illegal foreclosure, does a bell ring? "
"13575","When Jamie Dimon eats babies are they served rare? I understand anything above medium-rare is considered gauche. # AskJPM","When Jamie Dimon eats babies are they served rare? I understand anything above medium-rare is considered gauche. "
"13576","Have any questions for J.P. Morgan? # AskJPM http://dlvr.it/4K1cMn # occupysilver","Have any questions for J.P. Morgan?  "
"13577","Why do you think its ok to outright lie, cheat and steal? # AskJPM # occupy # SergiosHouse . @ jpmorgan","Why do you think its ok to outright lie, cheat and steal?    . "
"13578","Hey, @ jpmorgan: What's it like knowing that you've escaped punishment for securities fraud again & again? # AskJPM http://other98.com/dont-negotiate-with-chase-prosecute-them/ ƒ","Hey,  What's it like knowing that you've escaped punishment for securities fraud again & again?  ü¾Œ³ ¼"
"13579","Every time another person loses their home to an illegal foreclosure, does a bell ring? # AskJPM","Every time another person loses their home to an illegal foreclosure, does a bell ring? "
"13580","Have you ever wondered what evil looked like in the world? # AskJPM # jailbankers # SergiosHouse @ jpmorgan","Have you ever wondered what evil looked like in the world?    "
"13581","@ alexisgoldstein @ stacyherbert @ jpmorgan Are you first in line forTony's butt hole? # AskJPM # WhosDaManWhosDaBitch","   Are you first in line forTony's butt hole?  "
"13582","MT @ ddayen: Do you also get mixed up over what fed agency wants to sue you for what illegal conduct? Do you need spreadsheet help? # AskJPM","MT  Do you also get mixed up over what fed agency wants to sue you for what illegal conduct? Do you need spreadsheet help? "
"13583","So @ jpmorgan really created a hash tag ( # AskJPM) where anyone can tweet them ANY question? I'm guessing they're regretting that about now.","So  really created a hash tag (  where anyone can tweet them ANY question? I'm guessing they're regretting that about now."
"13584","@ OccupyWallSt Have you seen the # AskJPM thread?"," Have you seen the  thread?"
"13585","Have any questions for J.P. Morgan? # AskJPM http://po.st/XrqKEb via @ maxkeiser","Have any questions for J.P. Morgan?  via "
"13586","If it came out Jamie Dimon had a propensity for eating Irish children, would you fire him? What if he's still  good earner? # AskJPM","If it came out Jamie Dimon had a propensity for eating Irish children, would you fire him? What if he's still  good earner? "
"13587","@ alexisgoldstein @ stacyherbert @ jpmorgan Hows it feel being the Worlds Criminal Bank? # AskJPM # 1BillionDollars # Banksters # Wankers","   Hows it feel being the Worlds Criminal Bank?    "
"13588","Is it the ability to throw anyone out of their home that drives you, or just the satisfaction that you know you COULD do it? # AskJPM","Is it the ability to throw anyone out of their home that drives you, or just the satisfaction that you know you COULD do it? "
"13589","How many homeless people did you create in '08? # AskJPM","How many homeless people did you create in '08? "
"13590","[maxkeiser] Have any questions for J.P. Morgan? # AskJPM http://n0.gd/1bpf3G5","[maxkeiser] Have any questions for J.P. Morgan?  "
"13591","@ alexisgoldstein @ stacyherbert @ jpmorgan @ StrikeDebt @ OccupyWallSt @ OccupyWallStNYC Does Blair do his freak show with Mandy at AGMs # AskJPM","      Does Blair do his freak show with Mandy at AGMs "
"13592","Have any questions for J.P. Morgan? # AskJPM http://ift.tt/1aq2JHX # OccupyWB # OccupyIMF http://www.noworldbank.com # Usury # LiborGate # DIYMoney","Have any questions for J.P. Morgan?      "
"13593","Have any questions for J.P. Morgan? # AskJPM http://dlvr.it/4K1V4T","Have any questions for J.P. Morgan?  "
"13594","Do you also get mixed up over what federal agency wants to sue you for what illegal conduct? Do you need spreadsheet help? # AskJPM","Do you also get mixed up over what federal agency wants to sue you for what illegal conduct? Do you need spreadsheet help? "
"13595","Does that teflon skin itch? # AskJPM","Does that teflon skin itch? "
"13596","@ alexisgoldstein @ stacyherbert @ jpmorgan @ StrikeDebt @ OccupyWallSt @ OccupyWallStNYC Who's knob is Tony Blair sucking at JPM # AskJPM","      Who's knob is Tony Blair sucking at JPM "
"13597","Sounds like this --> # AskJPM was created for @ pareene","Sounds like this -->  was created for "
"13598","Will this new settlement help keep wrongfully foreclosed people like Jaymie and Sergio in their homes or just provide paltry checks? # AskJPM","Will this new settlement help keep wrongfully foreclosed people like Jaymie and Sergio in their homes or just provide paltry checks? "
"13599","# AskJPM Question: Is Jamie Dimon still regularly having sex with a goat? Thank you!"," Question: Is Jamie Dimon still regularly having sex with a goat? Thank you!"
"13600","Did you have a specific number of people's lives you needed to ruin before you considered your business model a success? # AskJPM","Did you have a specific number of people's lives you needed to ruin before you considered your business model a success? "
"13601","At what number of Billions of Dollars in fines will it no longer be profitable to run your criminal enterprise? # askjpm","At what number of Billions of Dollars in fines will it no longer be profitable to run your criminal enterprise? "
"13602","Crime: A) Totally pays, just look at us B) Boy I don't know C) If a market-maker does it that means it's not illegal # AskJPM","Crime: A) Totally pays, just look at us B) Boy I don't know C) If a market-maker does it that means it's not illegal "
"13603","How exactly do your hurt feelings prevent job/wage growth? # AskJPM","How exactly do your hurt feelings prevent job/wage growth? "
"13604","@ alexisgoldstein assuming you'll get on board soon with # AskJPM"," assuming you'll get on board soon with "
"13605","Did you not realize that The Smartest Guys In The Room was a cautionary tale, not a blueprint for mass theft? # AskJPM http://www.ghostinthemachine.net/worse-than-enron-shrug/ ƒ","Did you not realize that The Smartest Guys In The Room was a cautionary tale, not a blueprint for mass theft?  ü¾Œ³ ¼"
"13606","Have your highly-paid underlings learned not to take notes during a criminal f**king conspiracy? # AskJPM http://www.ghostinthemachine.net/dimon-meet-coop/ ƒ","Have your highly-paid underlings learned not to take notes during a criminal f**king conspiracy?  ü¾Œ³ ¼"
"13607","Isn't it better for the economy having a bunch of jobs paying $50,000 to $60,000 a year than one making 7, 8 or 9 figures? # AskJPM","Isn't it better for the economy having a bunch of jobs paying $50,000 to $60,000 a year than one making 7, 8 or 9 figures? "
"13608","Do you have a secret jail in your offices so your executives get at least one chance to see the inside of one? # AskJPM","Do you have a secret jail in your offices so your executives get at least one chance to see the inside of one? "
"13609","Will the firm explore new markets, like selling candy-backed securities to babies w/o disclosing the lack of chocolate in the bonds? # AskJPM","Will the firm explore new markets, like selling candy-backed securities to babies w/o disclosing the lack of chocolate in the bonds? "
"13610","Do you have an org chart that's perfectly analogous to the criminal underworld - capo, made man - or do you just wing it? # AskJPM","Do you have an org chart that's perfectly analogous to the criminal underworld - capo, made man - or do you just wing it? "
"13611","They're doing an # AskJPM Twitter Q&A? Oh, I might be able to scrounge up a few questions.","They're doing an  Twitter Q&A? Oh, I might be able to scrounge up a few questions."
"13612","# AskJPM Does Jimmy Lee really cheat at golf? http://bit.ly/18sWnEt (asking for a friend @ dan_freed)"," Does Jimmy Lee really cheat at golf? (asking for a friend "
"13613","$ JPM VC Jimmy Lee is taking over @ JPMorgan on 11/14 at 1pm ET. Tweet Qs using # AskJPM & learn more about him here: http://jpm.com/x/a/NFPV4Fj","$ JPM VC Jimmy Lee is taking over  on 11/14 at 1pm ET. Tweet Qs using  & learn more about him here: "
"13614","Tomorrow at 1pm ET $ JPM Vice Chairman Jimmy Lee takes over @ JPMorgan to answer your questions for 1 hour. Tweet your Q early using # AskJPM","Tomorrow at 1pm ET $ JPM Vice Chairman Jimmy Lee takes over  to answer your questions for 1 hour. Tweet your Q early using "
"13615","@ jpmorgan: Wonder what it takes to be a Sr. Exec at a global company? # AskJPMÍs Jimmy Lee. @the_jaranamo @ jpmorgan on Nov. 14 at 1pm ET"," Wonder what it takes to be a Sr. Exec at a global company?  Jimmy Lee.   on Nov. 14 at 1pm ET"
"13616","# Students: Wonder what it takes to be a Sr. Exec at a global company? # AskJPMÍs Jimmy Lee. HeÍs taking over @ jpmorgan on Nov. 14 at 1pm ET"," Wonder what it takes to be a Sr. Exec at a global company?  Jimmy Lee. Heü¾™†Œ¼s taking over  on Nov. 14 at 1pm ET"
"13617","In 2 days $ JPM's Jimmy Lee, takes over @ JPMorgan to answer your questions. Use # AskJPM to submit your question early http://jpm.com/x/a/NFPV4Fj","In 2 days $ JPM's Jimmy Lee, takes over  to answer your questions. Use  to submit your question early "
"13618","$ JPM VC Jimmy Lee will do his 1st Q&A on his experiences, leadership & # CareerAdvice at 1pm ET on 11/14. Tweet questions early using # AskJPM","$ JPM VC Jimmy Lee will do his 1st Q&A on his experiences, leadership &  at 1pm ET on 11/14. Tweet questions early using "
"13619","Great brand approach RT @ jpmorgan: # TwitterTakeover: On 11/14 $ JPM Vice Chairman, Jimmy Lee, takes over @ JPMorgan to answer q's. Use # AskJPM","Great brand approach    On 11/14 $ JPM Vice Chairman, Jimmy Lee, takes over  to answer q's. Use "
"13620","What do you consider the most important part of your job? # AskJPM","What do you consider the most important part of your job? "
"13621","did i miss # askJPM? @ ErichTimmerman","did i miss  "
"13622","# AskJPM What is the maximum amount of material wealth that a person can accumulate and still be allowed into Heaven?"," What is the maximum amount of material wealth that a person can accumulate and still be allowed into Heaven?"
